bike_brand,bike_description,bike_km,bike_model,bike_size,bike_type,bike_year,price,reference,scrap_date,source,uniq_id,url,vendor_city,vendor_country,vendor_name,vendor_type
PIAGGIO,"BEVERLY 350 S DATE DE MISE EN CIRCULATION: 02/09/2020 KILOMETRAGE: 900 KMS GARANTIE CONSTRUCTEUR JUSQU'AU 01/09/2022,ABS,Anti-démarrage,Béquille centrale,Peinture mat ,Prise 12V,Béquille centrale,Assurance sur place,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Assistance routière,Double des clés ,Manuel d'origine,Révision faite,100% d'origine,A peu roulé,En parfait état,Faible kilométrage,Véhicule de société,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 01/09/2022,ABS,Anti-démarrage,Béquille centrale,Peinture mat ,Prise 12V,Béquille centrale,Assurance sur place,Financement & Assurance possibles ,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Assistance routière,Double des clés ,Manuel d'origine,Révision faite,100% d'origine,A peu roulé,En parfait état,Faible kilométrage,Véhicule de société,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 01/09/2022",900,Beverly i.e. 500,350,SCOOTER,2020,4890.0,WT141749,2021-06-19 11:48:12.476396,moto-occasion,moto-occasion-WT141749,http://moto-occasion.motorevue.com/motos/piaggio/beverly-i-e-500/WT141749.html,REZE,FRANCE,"ITALISCOOT, REZE(44)",PROFESSIONNEL
KAWASAKI,"KAWASAKI NINJA 1000 SX !  Véhicule révisé, entretien et consommables a jour, aucun frais a prévoir. Options : Valises, selle confort et échappement Akrapovic. Reprise et financement possibles. Livraison possible en France métropolitaine.,,,,",6500,Ninja,1000,SPORTIVE,2020,12950.0,WT141692,2021-06-19 11:48:16.225191,moto-occasion,moto-occasion-WT141692,http://moto-occasion.motorevue.com/motos/kawasaki/ninja/WT141692.html,LIMONEST,FRANCE,"LABEL OCCASION, LIMONEST(69)",PROFESSIONNEL
YAMAHA,"Toutes options . bridable A2 * crédit total et reprise possible contactez nicolas au 0322718588,ABS,Anti-démarrage,Compatible Permis A2,Garantie 12 mois,ABS,Anti-démarrage,,,Compatible Permis A2,Garantie 12 mois",4500,MT-07 700,689,ROUTIÈRE,2019,6990.0,WT141684,2021-06-19 11:48:20.057549,moto-occasion,moto-occasion-WT141684,http://moto-occasion.motorevue.com/motos/yamaha/mt-07-700/WT141684.html,RIVERY,FRANCE,"MOTOLAND AMIENS, RIVERY(80)",PROFESSIONNEL
BMW,",ABS,Prise 12V,Top case 2 casques,Valises,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Transport possible,Aucun consommable à prévoir,Révision faite,En parfait état,Utilisation loisirs,Véhicule en dépôt vente,Dépôt-vente,Disponible à l'essai,ABS,Prise 12V,Top case 2 casques,Valises,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Transport possible,Aucun consommable à prévoir,Révision faite,En parfait état,Utilisation loisirs,Véhicule en dépôt vente,Dépôt-vente,Disponible à l'essai",105000,R 1200 RT,1200,ROUTIÈRE,2005,4490.0,WT135550,2021-06-19 11:48:22.233596,moto-occasion,moto-occasion-WT135550,http://moto-occasion.motorevue.com/motos/bmw/r-1200-rt/WT135550.html,TROYES,FRANCE,"MARTIN MOTOS, TROYES(10)",PROFESSIONNEL
BMW,"BMW S1000 RR - 1ERE MAIN - ENTRETIEN A JOUR (12/2020 A 5500KM) - ACCESSOIRES = ECHAPPEMENT AKRAPOVIC + SUPPORT GPS BMW + ANNEAU RESERVOIR SW MOTECH - OPTIONS = PACK DYNAMIC + PACK RACE + APPEL URGENCE INTELLIGENT SOS + POIGNEE CHAUFFANTE + REGULATEUR VITESSE + RDC (CAPTEUR PRESSION PNEU),,1ère main,Garantie 6 mois,,,,1ère main,Garantie 6 mois",7766,S 1000 RR,1000,SPORTIVE,2019,18990.0,WT141731,2021-06-19 11:48:24.220599,moto-occasion,moto-occasion-WT141731,http://moto-occasion.motorevue.com/motos/bmw/s-1000-rr/WT141731.html,SENS,FRANCE,"LM SENS, SENS(89)",PROFESSIONNEL
KTM,"KTM 1290 SUPER DUKE GT, 18 200 kms Très bon état, entretien à jour. Shifter, poignées chauffantes, valises, silencieux Akrapovic  14 490 EUR  1 an de garantie,,Garantie 12 mois,,,,Garantie 12 mois",18200,1290 SUPER DUKE GT,1290,ROADSTER,2018,14490.0,WT141787,2021-06-19 11:48:27.208561,moto-occasion,moto-occasion-WT141787,http://moto-occasion.motorevue.com/motos/ktm/1290-super-duke-gt/WT141787.html,CHALON SUR SAONE,FRANCE,"MERAS MOTOS, CHALON SUR SAONE(71)",PROFESSIONNEL
KAWASAKI,"même catégorie que cmx 500 rebel. GARANTIE,Assurance sur place,Démarches administratives sur place,Financement possible,Aucun consommable à prévoir,Dossier d'entretien complet,Très bon état général,1ère main,,,Assurance sur place,Démarches administratives sur place,Financement possible,Aucun consommable à prévoir,Dossier d'entretien complet,Très bon état général,1ère main",22550,VULCAN S 650,650,CUSTOM,2019,6290.0,WT141703,2021-06-19 11:48:29.899579,moto-occasion,moto-occasion-WT141703,http://moto-occasion.motorevue.com/motos/kawasaki/vulcan-s-650/WT141703.html,TOURCOING,FRANCE,"NORD MOTO SERVICE, TOURCOING(59)",PROFESSIONNEL
PIAGGIO,",,1ère main,Garantie 3 mois,,,,1ère main,Garantie 3 mois",13500,MP3 LT 300,300,SCOOTER,2016,4100.0,WT138526,2021-06-19 11:48:32.080160,moto-occasion,moto-occasion-WT138526,http://moto-occasion.motorevue.com/motos/piaggio/mp3-lt-300/WT138526.html,PARIS 17,FRANCE,"URGENCE SCOOTER ETOILE SAUSSURE, PARIS 17(75)",PROFESSIONNEL
KTM,"1ere main, carnet entretien à jour chez KTM Excellent état Garantie mars 2023  Option : shifter, selle confort, silencieux Akra  Garantie constructeur mars 2023,,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 26/03/2023,,,,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 26/03/2023",5000,Super Adventure 1290,1290,TRAIL-SUPERMOTARD,2019,14990.0,WT141616,2021-06-19 11:48:34.261561,moto-occasion,moto-occasion-WT141616,http://moto-occasion.motorevue.com/motos/ktm/super-adventure-1290/WT141616.html,FREJUS,FRANCE,"NIKITA BIKE, FREJUS(83)",PROFESSIONNEL
TRIUMPH,",ABS,Démarches administratives sur place,Financement & Assurance possibles ,Prix hors frais d'immatriculation,Très bon état général,Garantie 6 mois,ABS,,Démarches administratives sur place,Financement & Assurance possibles ,Prix hors frais d'immatriculation,Très bon état général,Garantie 6 mois",7429,Bonneville T120 Black,1200,ROUTIÈRE,2017,8890.0,WT141715,2021-06-19 11:48:37.400576,moto-occasion,moto-occasion-WT141715,http://moto-occasion.motorevue.com/motos/triumph/bonneville-t120-black/WT141715.html,ANGLET,FRANCE,"RAFF MOTO, ANGLET(64)",PROFESSIONNEL
YAMAHA,"YAMAHA XMAX 125CC  Garantie constructeur jusqu'au 18/11/2021 Démarrage sans clés Accessoires : Tablier / Support vignette assurance / Selle confort / Adaptateur allume cigare Reprise et financement possible.  Demandez Mehdi ou Yacine au 01 42 33 61 82,ABS,Béquille centrale,Prise 12V,Version sport,Selle confort,Tablier,1ère main,Garantie constructeur jusqu'au 18/11/2021,ABS,Béquille centrale,Prise 12V,Version sport,Selle confort,Tablier,,1ère main,Garantie constructeur jusqu'au 18/11/2021",5069,X-MAX 125,125,SCOOTER,2019,4690.0,WT141757,2021-06-19 11:48:39.126915,moto-occasion,moto-occasion-WT141757,http://moto-occasion.motorevue.com/motos/yamaha/x-max-125/WT141757.html,PARIS 02,FRANCE,"DYNAMIC SPORT, PARIS 02(75)",PROFESSIONNEL
PIAGGIO,",,1ère main,Garantie constructeur jusqu'au 16/07/2022,,,,1ère main,Garantie constructeur jusqu'au 16/07/2022",850,MP3 500 LT,500,SCOOTER,2020,8999.0,WT141739,2021-06-19 11:48:41.438906,moto-occasion,moto-occasion-WT141739,http://moto-occasion.motorevue.com/motos/piaggio/mp3-500-lt/WT141739.html,SAINTES,FRANCE,"SAINTES MOTOS, SAINTES(17)",PROFESSIONNEL
PIAGGIO,",ABS,Anti-démarrage,Béquille centrale,Prise USB,Version sport,Selle confort,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Double des clés ,Manuel d'origine,Révision faite,1ère main,Garantie 6 mois,ABS,Anti-démarrage,Béquille centrale,Prise USB,Version sport,Selle confort,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Double des clés ,Manuel d'origine,Révision faite,1ère main,Garantie 6 mois",500,MP3 500 LT,500,SCOOTER,2015,6990.0,WT141654,2021-06-19 11:48:45.219888,moto-occasion,moto-occasion-WT141654,http://moto-occasion.motorevue.com/motos/piaggio/mp3-500-lt/WT141654.html,TREGUEUX,FRANCE,"MOTARD CENTER, TREGUEUX(22)",PROFESSIONNEL
YAMAHA,"Moto en très bon état, révision faite (pneu neuf), vendu neuve par notre concession en février 2021 vendu cause blessure (12heures d utilisation) FINANCEMENT CREDIT POSSIBLE LIVRAISON EXPEDITION EN FRANCE a partir de 240EUR ttc,,Dépôt-vente,,,,Dépôt-vente",12,YZ 450 F,450,CROSS,2021,7390.0,WT141642,2021-06-19 11:48:47.926505,moto-occasion,moto-occasion-WT141642,http://moto-occasion.motorevue.com/motos/yamaha/yz-450-f/WT141642.html,ST DIZIER,FRANCE,"AUTOS MOTOS, ST DIZIER(52)",PROFESSIONNEL
TRIUMPH,",ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Indicateur de rapport engagé,Poignées chauffantes,Prise 12V,Régulateur de vitesse,Shifter,Support de valises,Top case 2 casques,Valises,Version GT,Béquille centrale,Bulle électrique,Bulle réglable,Dosseret top case,Échappement homologué,Pare brise Touring,Pare main,Poignées chauffantes,Selle chauffante,Support de valises,Suspension pilotée,Top case,Top case 2 casques,Valises,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Révision faite,Échappement d'origine,Etat exceptionnel,Première main,Très bon état général,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 21/07/2021,ABS,Anti-démarrage,Anti-patinage,Béquille centrale,Indicateur de rapport engagé,Poignées chauffantes,Prise 12V,Régulateur de vitesse,Shifter,Support de valises,Top case 2 casques,Valises,Version GT,Béquille centrale,Bulle électrique,Bulle réglable,Dosseret top case,Échappement homologué,Pare brise Touring,Pare main,Poignées chauffantes,Selle chauffante,Support de valises,Suspension pilotée,Top case,Top case 2 casques,Valises,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Financement possible,Gravage possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Révision faite,Échappement d'origine,Etat exceptionnel,Première main,Très bon état général,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 21/07/2021",693,Tiger Explorer 1200,1200,TRAIL-SUPERMOTARD,2019,16490.0,WT141741,2021-06-19 11:48:51.182622,moto-occasion,moto-occasion-WT141741,http://moto-occasion.motorevue.com/motos/triumph/tiger-explorer-1200/WT141741.html,DURY,FRANCE,"LVM MOTOS, DURY(80)",PROFESSIONNEL
SUZUKI,"Suzuki GSR 600 entretien et factures à jour, équipée d'un échappement LéoVince. Vendue avec manuel d'utilisation, trousse à outil, 2 clés de contact ainsi que 2 télécommandes alarmes. Le pneu avant sera changé pour la vente. Aucun frais à prévoir. Pour tout renseignement contactez Christophe au 0972584811 ou christophe@lemansmoto.fr,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Disponible à l'essai,Garantie 3 mois,,,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Disponible à l'essai,Garantie 3 mois",60785,GSR 600,600,ROADSTER,2010,3290.0,WT141799,2021-06-19 11:48:54.089854,moto-occasion,moto-occasion-WT141799,http://moto-occasion.motorevue.com/motos/suzuki/gsr-600/WT141799.html,RUAUDIN,FRANCE,"LE MANS MOTO, RUAUDIN(72)",PROFESSIONNEL
VESPA,"LA CLINIQUE DU SCOOTER PROPOSE  SCOOTER: VESPA GTS 300 ABS Année-modèle : 2020 Kilométrage : 4990 kms Couleur : Noir Brillant   Cylindrée : 300 cc  Vignette : Crit'Air 1 (  Violet ) Accessoire : Top-case, jupe, poignée chauffantes Très Bon état  Garantie jusqu'au 01/07/2022,,1ère main,Garantie constructeur jusqu'au 01/07/2022,,,,1ère main,Garantie constructeur jusqu'au 01/07/2022",3990,GTS Super 300,300,SCOOTER,2020,4799.0,WT141652,2021-06-19 11:48:57.093289,moto-occasion,moto-occasion-WT141652,http://moto-occasion.motorevue.com/motos/vespa/gts-super-300/WT141652.html,PARIS 13,FRANCE,"LA CLINIQUE DU SCOOTER PARIS 13, PARIS 13(75)",PROFESSIONNEL
YAMAHA,",Démarches administratives sur place,Essai sur rendez-vous,Gravage possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Révision faite,,,Démarches administratives sur place,Essai sur rendez-vous,Gravage possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Révision faite",2600,MT-07 700,689,ROADSTER,2020,7800.0,WT141789,2021-06-19 11:48:59.148109,moto-occasion,moto-occasion-WT141789,http://moto-occasion.motorevue.com/motos/yamaha/mt-07-700/WT141789.html,ARLES,FRANCE,"FULVIO MOTO, ARLES(13)",PROFESSIONNEL
BMW,"JAPAUTO VDS BMW K 1600 GT.04/05/2016.REVISEE.GARANTIE 12 MOIS.OPTIONS FULL.TOP CASE+PORTE PAQUET.FEUX ADDITIONNELS.PARE CARTER.REPRISE ET FINANCEMENT POSSIBLES.POUR PLUS D'INFOS ET DE PHOTOS DEMANDEZ BRUNO.(ESSAIE SUR RDV),,Garantie 12 mois,,,,Garantie 12 mois",30000,K 1600 GT,1600,ROUTIÈRE,2016,16990.0,WT141751,2021-06-19 11:49:02.450887,moto-occasion,moto-occasion-WT141751,http://moto-occasion.motorevue.com/motos/bmw/k-1600-gt/WT141751.html,PARIS 16,FRANCE,"JAPAUTO MOTO, PARIS 16(75)",PROFESSIONNEL
SUZUKI,",Anti-démarrage,Bulle fumée,Silencieux carbone,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Dossier d'entretien complet,Double des clés ,Manuel d'origine,Révision faite,Garantie 6 mois,Anti-démarrage,Bulle fumée,Silencieux carbone,Assurance sur place,Démarches administratives sur place,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,Reprise possible,Dossier d'entretien complet,Double des clés ,Manuel d'origine,Révision faite,Garantie 6 mois",71023,Hayabusa ABS,1340,SPORTIVE,2007,6490.0,WT141747,2021-06-19 11:49:04.716060,moto-occasion,moto-occasion-WT141747,http://moto-occasion.motorevue.com/motos/suzuki/hayabusa-abs/WT141747.html,TREGUEUX,FRANCE,"MOTARD CENTER, TREGUEUX(22)",PROFESSIONNEL
YAMAHA,"très belle tracer gt révisé aucun frais a prévoir,,1ère main,,,,1ère main",13000,MT 09 Tracer,847,ROUTIÈRE,2019,9890.0,WT141729,2021-06-19 11:49:06.872423,moto-occasion,moto-occasion-WT141729,http://moto-occasion.motorevue.com/motos/yamaha/mt-09-tracer/WT141729.html,PONTARLIER,FRANCE,"MOTO PERFORMANCES, PONTARLIER(25)",PROFESSIONNEL
YAMAHA,"YAMAHA YZF R3 - ENTRETIEN A JOUR - 1ERE MAIN,,1ère main,Compatible Permis A2,Garantie 6 mois,,,,1ère main,Compatible Permis A2,Garantie 6 mois",16950,YZF-R3 300,320,SPORTIVE,2019,5490.0,WT141644,2021-06-19 11:49:10.065659,moto-occasion,moto-occasion-WT141644,http://moto-occasion.motorevue.com/motos/yamaha/yzf-r3-300/WT141644.html,SENS,FRANCE,"LM SENS, SENS(89)",PROFESSIONNEL
YAMAHA,",Échappement homologué,Démarches administratives sur place,Plus de photos sur demande,Prix hors frais d'immatriculation,Révision faite,Première main,1ère main,,Échappement homologué,Démarches administratives sur place,Plus de photos sur demande,Prix hors frais d'immatriculation,Révision faite,Première main,1ère main",28000,X-MAX 125,125,SCOOTER,2013,1990.0,WT141668,2021-06-19 11:49:12.992820,moto-occasion,moto-occasion-WT141668,http://moto-occasion.motorevue.com/motos/yamaha/x-max-125/WT141668.html,LESCURE D'ALBIGEOIS,FRANCE,"WARMUP MOTO, LESCURE D'ALBIGEOIS(81)",PROFESSIONNEL
YAMAHA,"Très belle FZ8N avec seulement 2200 kms. Une révision complète a été effectuée pour la vente. Equipée de la selle confort et des tampons de protection. GARANTIE même catégorie que GSR 750,gsr750,z750,z800,z,cbf650,cbf600,Assurance sur place,Démarches administratives sur place,Financement possible,Aucun consommable à prévoir,En parfait état,,,Assurance sur place,Démarches administratives sur place,Financement possible,Aucun consommable à prévoir,En parfait état",2200,FZ8 800,800,ROADSTER,2013,5990.0,WT141705,2021-06-19 11:49:15.859295,moto-occasion,moto-occasion-WT141705,http://moto-occasion.motorevue.com/motos/yamaha/fz8-800/WT141705.html,TOURCOING,FRANCE,"NORD MOTO SERVICE, TOURCOING(59)",PROFESSIONNEL
KTM,"KTM 1190 ADVENTURE DU 18/12/2014 AVEC SEULEMENT 21254KMS   SUSPENSION PILOTEE  DIFERENT MODE DE CONDUITE   FINANCMENT ET ASSURANCE POSSIBLE SUR PLACE  GOODTIMES KAWASAKI BEZIERS DAFY MOTO,,Garantie 3 mois,,,,Garantie 3 mois",21254,Adventure 1190,1190,TRAIL-SUPERMOTARD,2014,10490.0,WT141713,2021-06-19 11:49:18.131922,moto-occasion,moto-occasion-WT141713,http://moto-occasion.motorevue.com/motos/ktm/adventure-1190/WT141713.html,VILLENEUVE LES BEZIERS,FRANCE,"GOODTIMES DAFY MOTO, VILLENEUVE LES BEZIERS(34)",PROFESSIONNEL
SUZUKI,"SUZUKI GSF 650 S BANDIT !  Moto accessible au permis A2. Véhicule révisé, entretien et consommables a jour, aucun frais a prévoir. Reprise et financement possibles. Livraison possible en France métropolitaine.,,,,",21829,BANDIT GSF 650 S,650,ROADSTER,2008,3790.0,WT141694,2021-06-19 11:49:21.778656,moto-occasion,moto-occasion-WT141694,http://moto-occasion.motorevue.com/motos/suzuki/bandit-gsf-650-s/WT141694.html,LIMONEST,FRANCE,"LABEL OCCASION, LIMONEST(69)",PROFESSIONNEL
TRIUMPH,",ABS,Anti-démarrage,Anti-patinage,Indicateur de rapport engagé,Prise USB,Antivol U,Saute vent,Support de U,Support Top case,Top case,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Révision faite,Bridable A2,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois,ABS,Anti-démarrage,Anti-patinage,Indicateur de rapport engagé,Prise USB,Antivol U,Saute vent,Support de U,Support Top case,Top case,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Révision faite,Bridable A2,1ère main,Compatible Permis A2,Disponible à l'essai,Garantie 3 mois",27100,Street Twin,900,ROADSTER,2017,7500.0,WT141797,2021-06-19 11:49:24.643634,moto-occasion,moto-occasion-WT141797,http://moto-occasion.motorevue.com/motos/triumph/street-twin/WT141797.html,LE KREMLIN BICETRE,FRANCE,"TRIUMPH PARIS ITALIE, LE KREMLIN BICETRE(94)",PROFESSIONNEL
TRIUMPH,"Triumph Bonneville T100 Black bridée A2 en très bon état, équipée d'un porte bagage arrière, avec entretien et factures à jour. Pour tout renseignement contactez Christophe au 0972584811 ou christophe@lemansmoto.fr,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Compatible Permis A2,Disponible à l'essai,Garantie 6 mois,,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Transport possible,Compatible Permis A2,Disponible à l'essai,Garantie 6 mois",2506,Bonneville Black 865,900,ROUTIÈRE,2019,10190.0,WT141721,2021-06-19 11:49:28.758403,moto-occasion,moto-occasion-WT141721,http://moto-occasion.motorevue.com/motos/triumph/bonneville-black-865/WT141721.html,RUAUDIN,FRANCE,"LE MANS MOTO, RUAUDIN(72)",PROFESSIONNEL
HONDA,"NC 700X , 1er main , carnet , factures , boite dct , reprise possible, yourban, quadro, fuoco, xmax, nmax, tmax, srv, gp800, tracer, gs, sh, forza, pcx, cafe racer, mt07, vmax, cb, HARLEY, vroad, xjr, z1000, cbr, TRIUMPH rocket, z900, gsxf, gsx, diavel, r1200r, KTM adventure, super duke, 990 smr, monster, mt 09 sp, MV AGUSTA, streetfighter, ak, swt, burgman, ak550, beverly, VESPA, magesty, integra, gsxr, xadv, tuono, rsv, dorsoduro, scrambler - r 1200 rt, gs1250 , gs 1200,,Garantie 12 mois,,,,Garantie 12 mois",65000,NC 700X,700,ROADSTER,2012,4290.0,WT141737,2021-06-19 11:49:32.038504,moto-occasion,moto-occasion-WT141737,http://moto-occasion.motorevue.com/motos/honda/nc-700x/WT141737.html,MARSEILLE 06,FRANCE,"JMJ MOTORS, MARSEILLE 06(13)",PROFESSIONNEL
SUZUKI,",ABS,Anti-patinage,Échappement homologué,Lèche-roue,Protection réservoir,Rétroviseurs,Sabot moteur,Saute vent,Selle confort,Silencieux carbone,Support de plaque,Tampons pare carter,Financement & Assurance possibles ,Gravage possible,Reprise possible,Disponible à l'essai,Garantie 6 mois,ABS,Anti-patinage,Échappement homologué,Lèche-roue,Protection réservoir,Rétroviseurs,Sabot moteur,Saute vent,Selle confort,Silencieux carbone,Support de plaque,Tampons pare carter,Financement & Assurance possibles ,Gravage possible,Reprise possible,Disponible à l'essai,Garantie 6 mois",14998,GSX-S,750,ROADSTER,2017,7990.0,WT141759,2021-06-19 11:49:34.868792,moto-occasion,moto-occasion-WT141759,http://moto-occasion.motorevue.com/motos/suzuki/gsx-s/WT141759.html,BIEVILLE BEUVILLE,FRANCE,"GROUPE MARY MOTO, BIEVILLE BEUVILLE(14)",PROFESSIONNEL
YAMAHA,",Béquille centrale,Démarches administratives sur place,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Double des clés ,Pneu ar neuf,Pneu av neuf,Révision faite,A peu roulé,Affaire à saisir,En parfait état,Entièrement d'origine,Faible coût d'assurance,Utilisation promenade,Garantie 6 mois,Béquille centrale,,Démarches administratives sur place,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Prix hors frais d'immatriculation,Reprise possible,Aucun consommable à prévoir,Double des clés ,Pneu ar neuf,Pneu av neuf,Révision faite,A peu roulé,Affaire à saisir,En parfait état,Entièrement d'origine,Faible coût d'assurance,Utilisation promenade,Garantie 6 mois",27262,FZ6 600,600,ROUTIÈRE,2003,2990.0,WT141781,2021-06-19 11:49:38.165060,moto-occasion,moto-occasion-WT141781,http://moto-occasion.motorevue.com/motos/yamaha/fz6-600/WT141781.html,ROUEN,FRANCE,"FLASH 76, ROUEN(76)",PROFESSIONNEL
KYMCO,"SCOOTER KYMCO AGILITY 125 CITY 16 '  4488 KMS =>TRES FAIBLE KILOMETRAGE TRES BON ETAT VIDANGE OK TOP CASE SHAD,,,,",4488,Agility City,125,SCOOTER,2015,1600.0,WT141634,2021-06-19 11:49:40.775189,moto-occasion,moto-occasion-WT141634,http://moto-occasion.motorevue.com/motos/kymco/agility-city/WT141634.html,LE BEAUSSET,FRANCE,"SIMPSON MOTO, LE BEAUSSET(83)",PROFESSIONNEL
YAMAHA,"--- Accessible avec le permis A2 ---  Révisée, aucun frais à prévoir  Garantie constructeur jusqu'au 08/01/2023  Assurance, reprise, extension de garantie et financement possibles,,Compatible Permis A2,Garantie constructeur jusqu'au 08/01/2023,,,,Compatible Permis A2,Garantie constructeur jusqu'au 08/01/2023",2606,MT-03 321,320,ROADSTER,2021,4999.0,WT139294,2021-06-19 11:49:42.961222,moto-occasion,moto-occasion-WT139294,http://moto-occasion.motorevue.com/motos/yamaha/mt-03-321/WT139294.html,NIMES,FRANCE,"DUBOIS MOTOS, NIMES(30)",PROFESSIONNEL
YAMAHA,"Chez JMS YAM STORE / 5 avenue de st chamand 84000 Avignon / Tel : 0465000020,,Disponible à l'essai,Garantie 6 mois,,,,Disponible à l'essai,Garantie 6 mois",9999,MT-09 850,850,ROADSTER,2014,7190.0,WT141676,2021-06-19 11:49:46.370064,moto-occasion,moto-occasion-WT141676,http://moto-occasion.motorevue.com/motos/yamaha/mt-09-850/WT141676.html,AVIGNON,FRANCE,"JMS YAM STORE, AVIGNON(84)",PROFESSIONNEL
TRIUMPH,"TRIUMPH. Moto accidentée en procédure RSV/VEI, vente réservée aux professionnels, Vente possible aux particuliers COMPLET uniquement pour la pièce ou pour la piste, Pour plus d'informations n'hésitez pas nous contacter par téléphone ou par mail gary@gam-motos, fr, Les véhicules accidentés sont vendus dans l'état sans aucune garantie,  Notre référence véhicule à rappeler : 60891  Tous nos véhicules sont visibles chez GAM-MOTOS rn7 motteux 45290 Pressigny ou sur notre site BIKE-ECO,,,,",50190,SPRINT ST 1050,1050,ROUTIÈRE,2005,700.0,WT129842,2021-06-19 11:49:47.544620,moto-occasion,moto-occasion-WT129842,http://moto-occasion.motorevue.com/motos/triumph/sprint-st-1050/WT129842.html,PRESSIGNY LES PINS,FRANCE,"GAM MOTOS, PRESSIGNY LES PINS(45)",PROFESSIONNEL
