reference,model,price,mileage,power_kW,power_CH,etat,proprietaires_prec.,dernier_controle_technique,garantie,carnet_dentretien,marque,n_dannonce,annee,couleur_exterieure,type_de_peinture,couleur_originale,carrosserie,transmission,vitesses,cylindree,cylindres,poids_a_vide,description,url
as24_47a221b9-71e2-e71f-e053-0100007fb139,Honda Crossrunner,8800,10900.0,6.0,8.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,,2017,Rouge,Métallisé,,,,,,0,,"1ère main, très bon état, valises et top-case Honda, selle confort gel,Prise 12 volt, entretien des 12000 km fait, 2 pneus neufs Pirelli ScorpionTrail 2, remplacement de tous les fluides, aucune rayure, dors dans garage",https://www.autoscout24.fr/offres/honda-crossrunner-essence-rouge-47a221b9-71e2-e71f-e053-0100007fb139
as24_52248036-5295-4d98-8c3c-dec3f3f7eda5,Honda CBR 500 R,6390,11970.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2042934,2019,Noir,,Noir,Sportive,,,500 cm³,0,,"Dmarches administratives sur place, Financement & Assurance possibles , Transport possible.",https://www.autoscout24.fr/offres/honda-cbr-500-r-essence-noir-52248036-5295-4d98-8c3c-dec3f3f7eda5
as24_e6350afc-ba70-4d70-b1e0-f96e814f16ff,Honda CBF 1000,4790,41127.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2027533,2008,Gris,,Gris,Routière,,,1.000 cm³,0,,"SELLE CONFORT, SUPPORT TOP-CASE + TOP-CASE SH50 + POIGNEE CHAUFFANTE",https://www.autoscout24.fr/offres/honda-cbf-1000-f-essence-gris-e6350afc-ba70-4d70-b1e0-f96e814f16ff
as24_dd5fc88b-9882-4e35-9b6b-49eb7c7bdd88,Kymco Like 50,1890,145.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kymco,2036529,2021,Bleu,,Bleu,Scooter,,,50 cm³,0,,"VHICULE COMME NEUF, AUCUNS CONSOMMABLES A PRVOIR CONSOMME TRS PEU, IDAL POUR LA VILLE PRIX NEUF : 2099 HORS PRPARATION ET IMMATRICULATION",https://www.autoscout24.fr/offres/kymco-like-50-essence-bleu-dd5fc88b-9882-4e35-9b6b-49eb7c7bdd88
as24_c5602c25-e81f-4e05-a5f8-3bb131c8222f,Benelli,5600,2325.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Benelli,2030735,2019,Rouge,,Rouge,Enduro,,,500 cm³,0,,BENELLI TRK 502 A2 MOTO ELIGIBLE AU PERMIS A2 MISE EN CIRCULATION LE 18/09/2019 GARANTIE 1 AN POSSIBILITE D&#39ASSURANCE ET DE FINANCEMENT DE 12 A 60 MOIS AVEC OU SANS APPORT POUR TOUTE AUTRE QUESTION DEMANDER NICOLAS OU RUDI AU 03.44.28.24.24,https://www.autoscout24.fr/offres/benelli-essence-rouge-c5602c25-e81f-4e05-a5f8-3bb131c8222f
as24_c4339537-535c-4d0f-a71c-4fce6a8829cb,Skyteam Cobra,1300,2300.0,7.0,10.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Skyteam,,2018,Noir,,,Autres,,,,0,,"Skyteam 125cc Idéal pour commencer, cette moto est neuves en très bonne état, et entièrement en règle, (tout est à jour) celle-ci date de 2018, et démarre très bien. Pour plus de photos ou plus d’information merci de me contacter.",https://www.autoscout24.fr/offres/skyteam-cobra-125cc-essence-noir-c4339537-535c-4d0f-a71c-4fce6a8829cb
as24_7a4e0021-6239-4858-afa0-25f05cb0b202,Husqvarna TE 310,3800,2994.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Husqvarna,1859859,2011,,,,Enduro,,,310 cm³,0,,Moto très propre Révision effectué Ligne arrow Durite de refroidissement rouge Consommable ok TUBLISS monte sur les 2 roues,https://www.autoscout24.fr/offres/husqvarna-te-310-essence-7a4e0021-6239-4858-afa0-25f05cb0b202
as24_2c866486-cfcb-4644-aff6-af09f1c56fba,Honda CB 1000,5900,33000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1980659,2012,Noir,,Noir,Roadster,,,1.000 cm³,0,,"HONDA CB1000R NOIR Accessoires: protege reservoir, patin de protection moteur Puig, passage de roue et clignotant arriere intgr, Pot d&#39chappement GEG BIKE. Revision des 30 000 kms ffctue. Visible en concession. En dpot-vente.",https://www.autoscout24.fr/offres/honda-cb-1000-r-essence-noir-2c866486-cfcb-4644-aff6-af09f1c56fba
as24_48407749-2a60-4666-8c77-a285a6f96f27,Honda X-ADV,11200,5200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1994770,2019,Argent,,Argent,Scooter,,,750 cm³,0,,"HONDA X ADV 750 anne 2019 Garantie jusqu&#39en avril 2021. Possibilit d&#39extension de garantie jusqu&#39en avril 2024. Financement possible. 11200 hors immatriculation. Options sur le vhicule pour un total de 1800 . Possibilit de le Brider pour le permis A2 avec un supplment de 300 POUR TOUTE INFORMATION APPELEZ AU 04.95.59.27.70 ET DEMANDEZ FREDERIC _Options : Porte paquet et Top Case 35L, Marchepieds alu, silencieux Akrapovic",https://www.autoscout24.fr/offres/honda-x-adv-750-essence-argent-48407749-2a60-4666-8c77-a285a6f96f27
as24_67b56c18-437d-4ab8-b93e-abfd7ba1298f,Honda Transalp,1699,73172.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1907284,1995,,,,Trail,,,600 cm³,0,,"CBO MOTO AGEN Concessionnaire HONDA / HUSQVARNA / KYMCO vous propose :INFOS MOTOSur cette moto rvise en concession :Financement 39 / mois sur 5 ans avec 15% dapport (personnalisable)Livraison possible dans toute la France partir de 190 HTPaiement en 4 fois sans fraisReprise possible sur : CRF, KXF, TC, FC, YZF, SXF...Contact : Tel : 05.53.67.53.05Fabien Calmette : commercial@cbo47.frRichard Sarrabaig : commercial2@cbo47.frAurlien Garnier : direction@cbo47.frAdresse :6 Alle Larroumet et LagardeZ.A.C Lamothe Magnac47550 BoRetrouvez CBO Moto Agen et Toulouse sur nos pages face/book et suivez-nous, et commandez vos pices Husqvarna sur notre site internet cboparts.com .",https://www.autoscout24.fr/offres/honda-transalp-essence-67b56c18-437d-4ab8-b93e-abfd7ba1298f
as24_d8f6a84d-a469-44bc-973a-fca804deb40d,BMW R 1200 GS,14900,26062.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2043151,2015,Argent,,Argent,Enduro,,,1.200 cm³,0,,Triple Black - Edition Spciale Options : - Triple Black - ESA Dynamic - Feux a LED - Keyless ride - Feu diurne - Ordinateur de bord pro - Shifter Pro - Mode pilotage Pro - Pack Confort - Pack Touring - Pack Dynamic - Prparation GPS - Echappement chrome - ABS Pro option - Poignes chauffantes - RDC (capteur de pression des pneus) - Rgulateur de vitesse - Moteur noir - Protge mains - Clignotants LED blancs - ASC Automatic Stability Control - Supports valises - Roues a rayons croises Accessoires :,https://www.autoscout24.fr/offres/bmw-r-1200-gs-essence-argent-d8f6a84d-a469-44bc-973a-fca804deb40d
as24_6d79256d-989c-40c9-ab0a-8428ee9dad5d,CF Moto CForce 600,4299,3500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,CF Moto,2039661,2019,Blanc,,Blanc,Roadster,,,650 cm³,0,,TRES BELLE 650 NK A JOUR D ENTRETIEN FINANCEMENT ET LIVRAISON POSSIBLE,https://www.autoscout24.fr/offres/cf-moto-cforce-600-essence-blanc-6d79256d-989c-40c9-ab0a-8428ee9dad5d
as24_21619670-0a88-40fe-9c0d-7369ec1874fa,Yamaha Tricker,4490,5400.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2050551,2006,Jaune,,Jaune,Enduro,,,250 cm³,0,,"YAMAHA 250 TRICKER permis A2 ETAT NEUF !!!! VENDU NEUF ET ENTRETENUE DANS NOTRE CONCESSION YAMAHA . RVISION FAITE . TOTALEMENT D'ORIGINE IDAL POUR USAGE URBAIN , CHEMIN ROULANT , ... Possibilit Expdition France mtropolitaine . Visible MOTORAMA MONTLUCON 03100",https://www.autoscout24.fr/offres/yamaha-tricker-essence-jaune-21619670-0a88-40fe-9c0d-7369ec1874fa
as24_5369cfc3-5f0d-417f-ad5b-6ef6aeaa2db4,Yamaha FZ 1,5990,37500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2038475,2009,Rouge,,Rouge,Roadster,,,1.000 cm³,0,,"YAMAHA FZ1 FAZER 1000 Date de mise en circulation le 01/04/2009 37500 km Garantie 12 Mois Revision des 40000km + pneus av/ar +plaqettes av Echappement MIVV,Sabot complet + lche roue, Support SHAD et Top Case GIVI 56L,Couvre reservoire Bagster, selle Confort et bquille centrale. Possibilit de financement, extention de garantie et livraison dans toute la France.",https://www.autoscout24.fr/offres/yamaha-fz-1-fazer-1000-essence-rouge-5369cfc3-5f0d-417f-ad5b-6ef6aeaa2db4
as24_e5ab5d17-5ccd-4d2c-af28-6f0eb2d9d1f9,Yamaha,3499,34500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2050336,2003,Bleu,,Bleu,Enduro,,,850 cm³,0,,TDM 900 YAMAHA - A PARTIR DE 92 /MOIS Nous pouvons tudier la reprise ventuelle de votre moto actuelle quelle qu'en soit la marque. Nous pouvons galement tudier un financement personnalis ainsi qu'un devis d'assurance. Financement partir de 92 /moisFinancement 48 mois - sans d'apport Livraison partir de 290* *Voir condition en magasin tdm 900 850 trail routier fazer fz8 tracer versys vstrom dl1050 dl650 tiger,https://www.autoscout24.fr/offres/yamaha-essence-bleu-e5ab5d17-5ccd-4d2c-af28-6f0eb2d9d1f9
as24_1f54c66c-e094-47fb-a86c-b5a219e6104c,Harley-Davidson Road King,10900,25000.0,60.0,82.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Harley-Davidson,,1996,Rouge,,Bi color Rouge et Gris,Custom,Boîte manuelle,5.0,1.450 cm³,2,320 kg,"6 bonnes raisons de choisir Hemera Cars Import comme partenaire:- Nos véhicules sont garantis sans défaut en provenance uniquement de concessionnaires de marques- Livraison partout en France y compris en Corse- Règlement à la livraison du véhicule- Mise en route par nos soins et personnalisée- Nous nous occupons de toutes les démarches d'Immatriculation- Financement - LDD avec entretien / train pneus inclusN'hésitez-pas à consulter notre site internet :https://www.hemeramotorcycles.comSuperbe Road King de 1996 ayant 25.000 kilomètres, Moteur évolution 1338 cc, 80 ci, avec option Injection, 2 disques à l'avant, 1 disque à l'arrière, étriers simples piston, Poids de 320 kg, Capacité du réservoir 18,9 l avec jauge, boite 5 vitesses, avec pare chute, sissy bar et porte bagage.Moto en excellent état, importation USA qui sera livrée avec homologation France pour immatriculation définitive.Entièrement révisée (Freins, pneus, vidange, filtre, distribution, courroie etc...), moto garantie trois mois.Prix TTC (hors carte grise): 10.900,00 €",https://www.autoscout24.fr/offres/harley-davidson-road-king-flrh-road-king-essence-rouge-1f54c66c-e094-47fb-a86c-b5a219e6104c
as24_a4857ffd-7940-49a1-aa46-e14e859c979e,Honda X-ADV,8700,11917.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2015846,2017,Gris,,Gris,Scooter,,,750 cm³,0,,"Si vous brlez d&#39envie de vivre de nouvelles expriences de conduite, cette machine redfinit de manire spectaculaire la notion de libert. _Options : Top case",https://www.autoscout24.fr/offres/honda-x-adv-750-essence-gris-a4857ffd-7940-49a1-aa46-e14e859c979e
as24_c161e7af-94db-4f22-920a-6f4a20c0821c,Piaggio Medley 125,3499,145.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Piaggio,2048732,2021,Noir,,Noir,Scooter,,,125 cm³,0,,SAUTE VENT ET TOP CASE OFFERT,https://www.autoscout24.fr/offres/piaggio-medley-125-essence-noir-c161e7af-94db-4f22-920a-6f4a20c0821c
as24_321bb700-0480-4459-ae2a-596fee12eed0,Yamaha,12190,8420.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2050380,2019,Bleu,,BLEU,Enduro,,,900 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois, 2e main, petit coup sur rservoir, sinon RAS, ligne complte ARROW, leviers de frein et embrayage repliables, bouchon remplissage huile, couvercle maitre cylindre av, bulle fume, top case Yamaha, shifter up, rgulateur vitesse, poignes chauffantes, tableau de bord TFT, TCS, ABS, support de plaque court, 4 clignotants led dfilants, pices d'origines disponibles LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/yamaha-essence-bleu-321bb700-0480-4459-ae2a-596fee12eed0
as24_ff3f4b4b-ab05-4986-b0ba-a8bef7a3183c,KTM,4899,2016.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,1902730,2016,,,,Cross,,,250 cm³,0,,"CBO MOTO AGEN Concessionnaire HONDA / HUSQVARNA / KYMCO vous propose : ?KTM 250 SXF 2016 PISTON 11H GUIDON NEKEN HOUSSE DE SELLE BLACKBIRD Sur cette moto rvise en concession : Financement 107.54 / mois sur 5 ans avec 15% dapport (personnalisable) Livraison possible dans toute la France partir de 190 HT Paiement en 4 fois sans frais Reprise possible sur : CRF, KXF, TC, FC, YZF RMZ... Contact : Tel : 05.53.67.53.05 Fabien Calmette : commercial@cbo47.fr Richard Sarrabaig : commercial2@cbo47.fr Aurlien Garnier : direction@cbo47.fr Adresse : 6 Alle Larroumet et Lagarde Z.A.C Lamothe Magnac 47550 Bo Retrouvez CBO Moto Agen et Toulouse sur nos pages face/book et suivez-nous, et commandez vos pices Husqvarna sur notre site internet cboparts.com .?",https://www.autoscout24.fr/offres/ktm-sx-f-essence-ff3f4b4b-ab05-4986-b0ba-a8bef7a3183c
as24_d4f68591-2ba2-4e11-b7bd-768463f1b65d,Mercedes-Benz B 220,28707,8377.0,130.0,177.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Mercedes-Benz,849c0585-6b93-4799-a6a9-dbd42e7d7fc9,2017,Argent,Métallisé,polarsilber,Collection,Boîte automatique,7.0,2.143 cm³,4,1.575 kg,"VendeurMerbag S.A Rue de Boullion 45L 1248 - LuxembourgOffice: +352 - 40801652Véhicule considéré comme neuf et soumis à la TVA France. Interne Fahrzeugnr.: D154730079Standort: Diekirch GW Center in Diekirch (PLZ 9230)Tel.: +352 40 80 1-651Ausstattungslinien und -PaketeAMG LineAMG StylingBusiness-PaketNight-PaketSitzkomfort-PaketSpiegel-PaketAusstattungspaket: Licht und SichtExterieurLED High Performance-Scheinwerfer45,7 cm (18"") AMG Leichtmetallräder im Vielspeichen-DesignScheibenwaschanlage beheiztAuenspiegel elektrisch anklappbarWärmedämmend dunkel getöntes GlasInterieurKlimatisierungsautomatik (THERMOTRONIC)Sitzheizung Fahrer/BeifahrerLaderaumabdeckung (Rollo)4-Wege-LordosenstützeAmbiente-BeleuchtungZierelemente CarbonoptikAMG FumattenCupholderInnenhimmel Stoff schwarzSonnenblenden mit Make-up-Spiegel, beleuchtetWindowbagsMultimediaNavi Garmin® MAP PILOTAudio 20 CD inklusive Vorrüstung für Garmin® MAP PILOTCD-PlayerSmartphone IntegrationspaketApple CarPlayKommunikationsmodul (UMTS) für die Nutzung von Mercedes me connect DienstenMercedes-Benz NotrufsystemMultimedia-DisplayVorrüstung für Remote OnlineVorrüstung Live Traffic InformationKomfort und UmweltKEYLESS-GO Start-Funktion7G-DCT - Doppelkupplungsgetriebe automatischAdaptiver Fernlicht AssistentParkpilotATTENTION ASSIST (Müdigkeitserkennung)Dynamic SelectECO Start-Stop FunktionSport-DirektlenkungLenkradschaltpaddlesMultifunktions-Sportlenkrad in LederMultifunktionslenkradTempomatScheibenwischer mit RegensensorDieselpartikelfilterAbgasreinigung EURO 6 TechnikKomfortfahrwerk mit TieferlegungInnen- und Auenspiegel automatisch abblendendSicherheitAktiver Brems-AssistentAutomatische Beifahrerairbag-AbschaltungKneebagAdaptives BremslichtFondgurt-Statusanzeige im KombiinstrumentReifendruckkontrolle (RDK)TIREFITWeiteresModelljahrcodeSonstiges:Ehem. Neupreis: 46.898,00 EuroKeine Haftung für Druck & SchreibfehlerÄnderungen, Irrtümer und Zwischenverkauf vorbehaltenpowered by two S",https://www.autoscout24.fr/offres/mercedes-benz-b-220-d-4matic-amg-line-amg-line-navi-styling-autom-diesel-argent-d4f68591-2ba2-4e11-b7bd-768463f1b65d
as24_a9a0bcb6-80f1-167b-e053-0100007f6125,Honda CB 650,7800,1200.0,477.0,649.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,,2020,Bleu,,,,,,,0,,Moto en Parfait étatPack SportRévision 1000 km fait chez concessionnaire,https://www.autoscout24.fr/offres/honda-cb-650-essence-bleu-a9a0bcb6-80f1-167b-e053-0100007f6125
as24_0ebe1c6b-c715-45d9-b4d3-0541025c1156,Yamaha X-Max 400,2500,48000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2048521,2014,Blanc,,Blanc,Scooter,,,400 cm³,0,,"X-MAX 400 ABS 1 ER MAIN Rvision jour, options: bulle sport, support top , top casse 50 l , scooter en dpt vente",https://www.autoscout24.fr/offres/yamaha-x-max-400-essence-blanc-0ebe1c6b-c715-45d9-b4d3-0541025c1156
as24_1ab0344b-b7e8-44c5-9097-3e67fbca7908,Kawasaki Z 900,8990,8925.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2048439,2018,Vert,,Vert,Routière,,,900 cm³,0,,Trs propre. Rvise par nos soins. Reprise et financement possible.,https://www.autoscout24.fr/offres/kawasaki-z-900-essence-vert-1ab0344b-b7e8-44c5-9097-3e67fbca7908
as24_b4b10f2f-e0b5-4772-901d-f15613472a84,Yamaha TriCity,950,21000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1919043,2015,,,,Scooter,,,125 cm³,0,,9859:::VHICULE VENDU EN PROCDURE RSV/VEI AUX PROFESSIONNELS OU EN PICES DTACHES AUX PARTICULIERS OU POUR USAGE SUR PISTE. -LA CARTE GRISE ORIGINALE EST DISPONIBLE POUR LA VENTE A L EXPORT UNIQUEMENT N 9859,https://www.autoscout24.fr/offres/yamaha-tricity-125-essence-b4b10f2f-e0b5-4772-901d-f15613472a84
as24_30fe4399-ab06-3a7d-e053-e250040af10b,Laverda 1000,21000,1.0,7.0,10.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Laverda,,1982,Orange,,,,,,,0,,"LAVERDA 1000 Jota Série 2 année 1982Modèle rare, dernière version du moteur calé à 180°Entièrement reconstruite, état concours - 0 KmsMoto matching number.Historique connu depuis son achat chez le dernier concessionnaire Laverda de Clermont-Ferrand (France).Moto reconstruite par un Meilleur Ouvrier de France",https://www.autoscout24.fr/offres/laverda-1000-essence-orange-30fe4399-ab06-3a7d-e053-e250040af10b
as24_fc1c2a05-536f-4864-9d6f-ec67191f04eb,Ducati Panigale V4,23990,1240.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Ducati,2043278,2020,Rouge,,Rouge,Sportive,,,1.103 cm³,0,,"Laissez-vous sduire par cette superbe DUCATI V4S. Excellente tat ( tat neuve ). Seulement 1240 kilomtres au compteur. Cette PANIGALE V 4 S a toujours t entretenue en concessionnaire et traite avec le plus grand soin par lancien propritaire. Moto quipe avec des accessoires de qualit tels quune demi ligne dchappement Akrapovic, des protections de cadre en carbone Fullsix et une grille de radiateur marque Evotech etc... Panigale V4S , panigaleV4S , panigale V4 S, panigale V 4 S _Options : Echappement AKRAPOVIC, Protection de cadre carbone FULLSIX, Protection de radiateur EVOTECH, Protection de rservoir Ducati Performance",https://www.autoscout24.fr/offres/ducati-panigale-v4-1100-s-essence-rouge-fc1c2a05-536f-4864-9d6f-ec67191f04eb
as24_a6077591-4743-4d05-933e-830c0be71e58,Kawasaki Z 1000,7190,25735.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2048343,2012,Noir,,Noir,Roadster,,,1.000 cm³,0,,"Dmarches administratives sur place, Financement possibles , Transport possible, PAS de reprises possible ;",https://www.autoscout24.fr/offres/kawasaki-z-1000-essence-noir-a6077591-4743-4d05-933e-830c0be71e58
as24_dff9b901-0bb2-4022-bc6e-76e0ee7bfe5a,Husqvarna 701 Supermoto,10490,1200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Husqvarna,2049662,2021,Blanc,,Blanc,Supermotard,,,701 cm³,0,,HUSQVARNA SUPERMOTO 701 - BRIDABLE EN A2 POSSIBLE,https://www.autoscout24.fr/offres/husqvarna-701-supermoto-essence-blanc-dff9b901-0bb2-4022-bc6e-76e0ee7bfe5a
as24_e4e98db8-4014-0b57-e053-0100007f1dac,BMW R 1200 R,7500,16084.0,79.0,107.0,Occasion,3.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,,2010,Gris,Métallisé,,,,,,0,,Vend BMW R1200R avec ASC de 02-2010 en excellent état. Moto entretenue en concession BMW (factures à l'appui). il est fourni : - sacoches latérales BMW - top case BMW - ABS- Selle confort - Bulle haute + spoiler de pare-brise - poignées chauffantes - protection cylindre spark - bouchon réservoir d'huile Torx - Alarme – Prises USB Prix Ferme,https://www.autoscout24.fr/offres/bmw-r-1200-r-essence-gris-e4e98db8-4014-0b57-e053-0100007f1dac
as24_8bc0977f-e224-489b-a7ae-389e27d9f947,Kawasaki Z 750,2990,45921.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2021460,2004,Vert,,Vert,Roadster,,,750 cm³,0,,ENTIEREMENT ACCESSOIRISEE : - Bulle fume - Patins de protection - Guidon street - Retro embout de guidon - Clignotants av/arr squentiel - Support de plaque court - Reposes pieds av/arr noir - Pot d'chappement Akrapovic GARANTIE 3 MOIS REVISEE -,https://www.autoscout24.fr/offres/kawasaki-z-750-essence-vert-8bc0977f-e224-489b-a7ae-389e27d9f947
as24_b6566447-cf80-42df-84fd-7d143a26f245,Honda Forza 300,5200,270.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2036940,2020,Argent,,Argent,Scooter,,,300 cm³,0,,"Votre concessionnaire Honda New Bike Mrignac, vous propose : HONDA FORZA 300 - 1re mise en circulation : 04/10/2020 Kilomtrage : 270 kms Scooter en excellent tat. 1re main. Garantie 5 ans. Nous pouvons vous proposer assurance, financement et livraison sur toute la France. Pour plus d&#39informations, n&#39hsitez pas nous contacter la concession Honda New Bike Mrignac",https://www.autoscout24.fr/offres/honda-forza-300-abs-essence-argent-b6566447-cf80-42df-84fd-7d143a26f245
as24_5e2eb492-819e-46ab-81ff-01601ddd3bda,KTM RC 390,4190,6700.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,KTM,2009603,2019,Argent,,Argent,Sportive,,,390 cm³,0,,"en parfait tat, rvision jour, aucun consommables prvoir, faible kilomtrage, entirement d'origine, assurance et financement possible, reprise possible, garantie 6 mois,",https://www.autoscout24.fr/offres/ktm-rc-390-essence-argent-5e2eb492-819e-46ab-81ff-01601ddd3bda
as24_80aa5360-c3b5-4b40-b6b0-4a58edd4ad68,Yamaha MT-07,5990,33450.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2045562,2019,Bleu,,Bleu,Roadster,,,695 cm³,0,,"YAMAHA MT07 35KW AKRAPOVIC -06/2019 -33450 Kms Entretien jour ; consommables OK Rien prvoir quipements : Ligne Akrapovic Bulle Ermax Protection moteur Yamaha Poignes chauffantes Yamaha Support de plaque Yamaha Selle confort Bagster Clignotants Led+ Yamaha Avant et Arrire Garantie 3 mois Tarif : 5990 Permis A2 Reprise, Financement et Assurance possible R2 MOTOS Concessionnaire YAMAHA 5 Avenue Ernest Vall 51200 EPERNAY Tl : 03 26 54 64 46 Magasin ouvert du mardi au samedi 9h-12h & 14h-19h Z750 ; FZ6 ; Bandit ; GSR ; Z900 ; Hornet ;",https://www.autoscout24.fr/offres/yamaha-mt-07-47-5cv-essence-bleu-80aa5360-c3b5-4b40-b6b0-4a58edd4ad68
as24_3540e7b6-67af-5512-e053-0100007f75e0,Suzuki GSX-R 600,4000,69000.0,80.0,109.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,,2002,Bleu,Métallisé,,Autres,,,,0,,Moteur à été refait à neuf ,https://www.autoscout24.fr/offres/suzuki-gsx-r-600-movistar-essence-bleu-3540e7b6-67af-5512-e053-0100007f75e0
as24_e15799d2-732c-4172-93a0-85afc7c63cf5,Kawasaki,4290,8667.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,1991151,2009,Bleu,,Bleu,Roadster,,,750 cm³,0,,"KAWASAKI Z750 Peu de km , entretien ok. quip d&#39un silencieux Leovince, support de plaque et passage de roue. Financement, assurance et livraison possible. Pour plus de renseignements, contactez nous.",https://www.autoscout24.fr/offres/kawasaki-essence-bleu-e15799d2-732c-4172-93a0-85afc7c63cf5
as24_13d473aa-8fad-4125-9634-817e5e11a153,Honda CB 300,4890,19976.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2050015,2019,Rouge,,Bordeaux,Roadster,,,300 cm³,0,,"Moto rvis Reprise possible YAMAHA,SUZUKI,KTM,DUCATI,KAWASAKI...",https://www.autoscout24.fr/offres/honda-cb-300-r-essence-rouge-13d473aa-8fad-4125-9634-817e5e11a153
as24_f700c5ba-b977-f137-e053-0100007f9b8e,Yamaha Black X-Max,6995,550.0,2.0,3.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,,2020,Noir,,,,,,,0,,"Xmax 400 Tech Max TECHMAX ABS c MaxVends Xmax 400 tech max noir parfait état (dernière et plus luxueuse finition)Tablier valeur 200 eurCarnet et facture d'achat et d'entretienAcheté chez Yamahanombre de propriétaires précédents : 1, ABS - anti-démarrage - anti-patinage - béquille centrale - peinture mat, 1ère main - compatible permis A2Véhicule sous garantie constructeur",https://www.autoscout24.fr/offres/yamaha-black-x-max-essence-noir-f700c5ba-b977-f137-e053-0100007f9b8e
as24_9d941486-cc16-4b11-bee4-892e0d90450a,Suzuki TL 1000,2699,55667.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Suzuki,1887089,1997,Blanc,,blanc,Sportive,,,1.000 cm³,0,,"Vends SUZUKI TL1000S, en dpt-vente dans notre concession. Elle est quipe de son dosseret de selle, d'une bulle double courbure fume, de clignotants, d'un passage de roue, d'un support de plaque et d'une paire de silencieux IXIL. L'entretien sera effectu ds la vente. N'hsitez pas me contacter pour tout renseignement complmentaire, demandez SYLVAIN : 01.60.80.67.88.",https://www.autoscout24.fr/offres/suzuki-tl-1000-s-essence-blanc-9d941486-cc16-4b11-bee4-892e0d90450a
as24_a804b0be-4222-cc5d-e053-0100007f5188,Triumph Speed Triple S,8900,17700.0,7.0,10.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Triumph,,2016,Rouge,,,,,,,0,,"Vend speed triple s rouge 2016.Première main.Echappement SC belle sonorité + les pots d'origine , poignée passager , ABS, saut de vent, pneus Michelin power très peu roulé, sacoches avec l'armature pour la pose sur la moto, chargeur batterie tryumph, et béquille d'atelier .Moto entreposée toujours dans un garage et temps de chauffe toujours respecté.Prix 8900€",https://www.autoscout24.fr/offres/triumph-speed-triple-s-essence-rouge-a804b0be-4222-cc5d-e053-0100007f5188
